期数,日期,红球,蓝球,销售额,奖池金额,一等奖中奖人数,一等奖中奖金额,二等奖中奖人数,二等奖中奖金额,三等奖中奖人数,三等奖中奖金额,四等奖中奖人数,四等奖中奖金额,五等奖中奖人数,五等奖中奖金额,六等奖中奖人数,六等奖中奖金额,中奖情况
2023057,2023-05-21(日),"02,05,10,17,24,32",03,396913794,2012616989,21,5868194,202,112822,1877,3000,95476,200,1675155,10,12369921,5,"黑龙江5注,上海1注,江苏2注,浙江1注,安徽1注,江西2注,湖南2注,广东2注,四川3注,陕西1注,新疆1注,共21注。"
2023056,2023-05-18(四),"08,14,15,18,23,33",08,372532958,2067478767,10,6477200,91,202912,1661,3000,82218,200,1461154,10,14528597,5,"北京1注,上海5注,江苏1注,山东1注,四川1注,深圳1注,共10注。"
2023055,2023-05-16(二),"03,04,20,23,27,32",13,370786668,2076855754,1,10000000,66,376109,1269,3000,58076,200,1135434,10,11123226,5,"广东1注,共1注。"
2023054,2023-05-14(日),"05,06,09,10,15,26",12,394464450,2012386157,8,7183225,610,35790,2240,3000,123909,200,2132763,10,10625828,5,"江苏1注,江西3注,山东1注,广东1注,广西2注,共8注。"
2023053,2023-05-11(四),"01,07,14,20,27,30",15,364282626,2004355202,10,7019136,420,60093,1442,3000,77547,200,1392043,10,8757171,5,"河北2注,福建1注,山东5注,河南1注,广东1注,共10注。"
2023052,2023-05-09(二),"03,04,05,08,12,17",06,358038114,1998828962,16,5845032,179,94417,2560,3000,121553,200,1992372,10,11184347,5,"辽宁1注,吉林1注,黑龙江1注,上海1注,江苏8注,福建1注,山东1注,四川1注,云南1注,共16注。"
2023051,2023-05-07(日),"22,26,29,30,32,33",14,388332454,2041647521,2,10000000,95,302734,1863,3000,60333,200,1071456,10,9374691,5,"广东2注,共2注。"
2023050,2023-05-04(四),"02,07,09,14,22,23",05,359185180,1975368056,5,7819387,115,153227,2058,3000,84604,200,1456988,10,13570275,5,"湖南1注,西藏4注,共5注。"
2023049,2023-05-02(二),"05,07,14,23,25,27",02,328857030,1961601481,6,7565507,170,113184,1549,3000,77706,200,1349727,10,10097852,5,"山西1注,吉林1注,江苏1注,山东1注,四川2注,共6注。"
2023048,2023-04-30(日),"02,03,10,24,28,30",08,362109840,1949270613,16,5884125,158,111914,2390,3000,108844,200,1723640,10,12105722,5,"北京1注,辽宁1注,上海1注,浙江3注,山东1注,河南1注,湖南2注,广东2注,四川1注,贵州1注,甘肃1注,新疆1注,共16注。"
2023047,2023-04-27(四),"05,07,14,23,31,33",07,373486114,1990369107,8,5105543,123,8580,3317,3000,162129,200,2173556,10,22934818,5,"北京1注,辽宁1注,浙江2注,安徽1注,广东1注,四川1注,贵州1注,共8注。"
2023046,2023-04-25(二),"06,08,17,25,26,28",03,364967218,2028047147,4,9222467,121,174482,1764,3000,84066,200,1561556,10,11332764,5,"山西1注,湖北1注,广东1注,四川1注,共4注。"
2023045,2023-04-23(日),"03,06,12,21,27,28",04,398638950,2001600001,14,6523427,240,111083,2042,3000,95344,200,1674191,10,9351284,5,"北京1注,天津1注,江苏2注,山东1注,重庆2注,湖北5注,湖南1注,云南1注,共14注。"
2023044,2023-04-20(四),"02,08,15,22,24,26",16,375494004,2012948026,8,7544791,99,257049,1231,3000,71283,200,1233186,10,10383790,5,"上海1注,江苏1注,安徽5注,重庆1注,共8注。"
2023043,2023-04-18(二),"05,08,12,20,24,28",10,370609676,1996962618,19,5909465,228,94736,2508,3000,104883,200,1584942,10,10169896,5,"天津1注,上海2注,浙江3注,安徽5注,福建1注,重庆1注,广东4注,广西1注,贵州1注,共19注。"
2023042,2023-04-16(日),"10,17,20,23,27,30",10,406450374,2044443036,10,6650718,224,92116,3090,3000,115962,200,1866562,10,13099343,5,"辽宁1注,浙江1注,湖北1注,广东3注,广西1注,云南2注,深圳1注,共10注。"
2023041,2023-04-13(四),"01,06,12,13,15,24",06,379030400,2049048265,3,10000000,118,203861,1239,3000,67386,200,1262503,10,11936635,5,"山东1注,重庆1注,湖北1注,共3注。"
2023040,2023-04-11(二),"09,16,17,24,29,31",08,372777348,2006881397,5,9001506,165,151572,1462,3000,71909,200,1312767,10,10145552,5,"山西1注,辽宁1注,山东1注,陕西2注,共5注。"
2023039,2023-04-09(日),"02,03,09,13,19,28",09,409186858,1976860679,5,8903432,191,127730,2307,3000,110421,200,1808206,10,11165699,5,"上海1注,浙江1注,河南1注,广东1注,深圳1注,共5注。"
2023038,2023-04-06(四),"02,09,14,17,31,33",08,368841578,1948188487,11,6553875,135,158265,1478,3000,70320,200,1326850,10,12700547,5,"吉林1注,黑龙江1注,上海1注,安徽1注,河南1注,湖北1注,湖南1注,贵州1注,云南1注,宁夏1注,新疆1注,共11注。"
2023037,2023-04-04(二),"08,23,25,26,29,31",12,357460864,1956183761,16,5978413,115,170158,1896,3000,89697,200,1580931,10,11489209,5,"河北1注,江苏1注,江西1注,河南1注,海南10注,四川1注,陕西1注,共16注。"
2023036,2023-04-02(日),"13,14,18,19,24,30",09,402105258,1993133574,24,5566068,271,62664,2742,3000,112816,200,1783939,10,16094948,5,"黑龙江1注,江苏5注,浙江3注,安徽1注,山东3注,重庆1注,河南5注,广西3注,陕西1注,新疆1注,共24注。"
2023035,2023-03-30(四),"01,04,09,10,20,33",06,376157550,2075773039,10,6874671,100,234333,2115,3000,82651,200,1474150,10,10593387,5,"江苏1注,浙江1注,四川3注,深圳5注,共10注。"
2023034,2023-03-28(二),"02,03,09,11,12,17",15,371464196,2074219579,5,9140109,146,177230,1255,3000,69579,200,1458884,10,9249017,5,"辽宁1注,上海3注,深圳1注,共5注。"
2023033,2023-03-26(日),"08,09,13,23,24,26",05,407044870,2042293077,5,9565190,240,118885,1401,3000,82920,200,1663336,10,9580373,5,"湖南1注,广西1注,云南1注,青海1注,新疆1注,共5注。"
2023032,2023-03-23(四),"06,19,20,26,28,33",01,378271328,2004521709,15,6158718,142,152999,1957,3000,91037,200,1647100,10,11579939,5,"浙江1注,安徽5注,江西3注,山东1注,河南1注,广东1注,四川3注,共15注。"
2023031,2023-03-21(二),"07,14,27,29,31,33",05,377795536,2031724589,3,10000000,309,83076,1074,3000,64596,200,1191554,10,10876180,5,"湖南1注,广东2注,共3注。"
2023030,2023-03-19(日),"02,03,07,16,30,31",06,407635670,1984712961,7,7680189,78,300662,1556,3000,82039,200,1541405,10,13888997,5,"上海1注,重庆1注,广东1注,海南1注,陕西3注,共7注。"
2023029,2023-03-16(四),"03,07,12,24,28,33",08,373970632,1968119308,5,8837568,173,138640,1473,3000,81568,200,1422795,10,10469169,5,"辽宁2注,福建1注,广东1注,四川1注,共5注。"
2023028,2023-03-14(二),"05,07,10,17,20,22",14,378131048,1940352740,4,10000000,151,205758,941,3000,60535,200,1281211,10,6652747,5,"北京1注,广东1注,宁夏1注,新疆1注,共4注。"
2023027,2023-03-12(日),"08,10,22,27,32,33",08,405939502,1887143965,5,8409682,88,242164,1665,3000,79112,200,1410908,10,15748363,5,"江苏1注,广东4注,共5注。"
2023026,2023-03-09(四),"01,18,26,30,31,33",03,382398740,1865260832,12,6934784,98,296140,1408,3000,61694,200,1259674,10,8425756,5,"河北1注,辽宁2注,黑龙江2注,江苏1注,浙江5注,湖南1注,共12注。"
2023025,2023-03-07(二),"04,16,20,21,31,32",14,383537242,1861412948,10,6974384,118,209150,2098,3000,89817,200,1482967,10,10025391,5,"河北1注,辽宁1注,吉林1注,江苏2注,浙江1注,重庆1注,广西1注,四川2注,共10注。"
2023024,2023-03-05(日),"03,06,09,17,27,28",03,424465912,1857117376,21,5993974,487,53576,2560,3000,136377,200,2212602,10,9307901,5,"河北4注,黑龙江1注,上海1注,江苏3注,浙江1注,江西1注,重庆1注,湖北1注,云南4注,陕西1注,甘肃1注,新疆1注,深圳1注,共21注。"
2023023,2023-03-02(四),"05,08,10,15,24,25",09,394377912,1904715322,41,5000000,258,6000,7074,3000,239808,200,2833383,10,19477194,5,"河北1注,黑龙江1注,江苏2注,浙江2注,安徽6注,江西2注,山东7注,重庆2注,河南1注,湖北3注,广东4注,广西1注,四川2注,云南1注,陕西3注,深圳3注,共41注。"
2023022,2023-02-28(二),"10,11,18,19,23,31",03,393991274,2109715322,1,10000000,112,229101,1293,3000,71044,200,1321007,10,11824049,5,"重庆1注,共1注。"
2023021,2023-02-26(日),"02,05,06,19,21,27",04,430229092,2042737116,21,6115562,186,157438,1705,3000,91746,200,1688932,10,10664945,5,"内蒙古2注,辽宁1注,浙江5注,福建5注,山东1注,湖南2注,四川2注,云南1注,陕西2注,共21注。"
2023020,2023-02-23(四),"01,12,17,18,26,27",05,394774502,2083313411,2,10000000,92,284500,1530,3000,74178,200,1466070,10,10931382,5,"黑龙江1注,山东1注,共2注。"
2023019,2023-02-21(二),"06,12,26,28,29,32",15,399695170,2024791190,7,8309157,110,263228,1110,3000,67015,200,1241666,10,10176090,5,"天津2注,内蒙古1注,江苏1注,河南1注,陕西2注,共7注。"
2023018,2023-02-19(日),"10,12,17,19,25,31",13,428078014,1996089903,1,10000000,380,81771,1565,3000,87584,200,1747337,10,9155933,5,"湖南1注,共1注。"
2023017,2023-02-16(四),"05,11,18,20,26,28",12,385010210,1912869860,6,8173990,195,122076,1941,3000,103778,200,1752753,10,9865832,5,"内蒙古1注,浙江1注,福建1注,湖北1注,广东1注,广西1注,共6注。"
2023016,2023-02-14(二),"14,16,19,23,28,30",03,363237418,1890499018,2,10000000,79,296038,1179,3000,66102,200,1303555,10,10929071,5,"河南1注,贵州1注,共2注。"
2023015,2023-02-12(日),"02,03,14,21,29,32",08,392727530,1840337997,10,6277056,195,81862,2139,3000,92167,200,1586131,10,17574386,5,"北京1注,上海3注,江苏1注,重庆1注,河南1注,广东1注,广西1注,四川1注,共10注。"
2023014,2023-02-09(四),"06,07,18,23,27,30",05,354854954,1855218930,5,8496068,147,148642,1600,3000,74461,200,1316652,10,10723699,5,"内蒙古1注,辽宁1注,上海1注,江西1注,山东1注,共5注。"
2023013,2023-02-07(二),"06,10,14,22,23,33",13,351959204,1832147989,2,10000000,81,313059,1431,3000,56683,200,1100696,10,8878417,5,"安徽1注,贵州1注,共2注。"
2023012,2023-02-05(日),"03,04,07,22,26,30",06,377681908,1776074467,14,6444594,270,93631,1774,3000,86777,200,1478716,10,9295591,5,"天津2注,吉林1注,江苏5注,福建1注,江西1注,湖北1注,四川2注,甘肃1注,共14注。"
2023011,2023-02-02(四),"06,07,16,17,21,22",04,344777252,1790457577,13,6177691,252,75942,2493,3000,108502,200,1776280,10,9089746,5,"河北1注,江苏1注,安徽2注,山东1注,河南1注,广东3注,广西1注,四川1注,宁夏1注,新疆1注,共13注。"
2023010,2023-01-31(二),"04,05,13,18,27,29",12,335698884,1813355120,8,6879623,220,85437,1778,3000,82148,200,1376420,10,10755945,5,"北京2注,浙江1注,安徽1注,江西1注,湖南2注,陕西1注,共8注。"
2023009,2023-01-29(日),"03,04,19,23,30,32",06,370445322,1812003410,2,10000000,225,116912,1077,3000,68661,200,1430319,10,9006142,5,"浙江1注,湖北1注,共2注。"
2023008,2023-01-17(二),"05,13,18,20,26,28",06,367864780,1753087580,9,7109708,146,162563,1625,3000,83325,200,1494522,10,9766329,5,"河北1注,辽宁1注,江苏3注,浙江1注,山东1注,重庆1注,甘肃1注,共9注。"
2023007,2023-01-15(日),"05,06,09,22,25,31",03,357680590,1745872298,3,10000000,160,134413,2448,3000,81291,200,1449914,10,10227477,5,"北京1注,湖北1注,青海1注,共3注。"
2023006,2023-01-12(四),"02,10,12,14,24,26",05,341187596,1711353726,13,6407426,109,209822,881,3000,53803,200,1075091,10,10308938,5,"内蒙古3注,上海1注,安徽2注,重庆1注,新疆6注,共13注。"
2023005,2023-01-10(二),"02,06,08,13,14,19",16,331127174,1726038229,2,10000000,153,163847,1285,3000,66683,200,1325860,10,6305496,5,"黑龙江1注,四川1注,共2注。"
2023004,2023-01-08(日),"01,07,15,16,20,25",16,362777504,1670832253,8,7480475,166,149426,1332,3000,67658,200,1237527,10,9727820,5,"上海1注,福建2注,重庆3注,广西2注,共8注。"
2023003,2023-01-05(四),"05,08,18,25,30,32",06,332514694,1656261800,8,7009723,112,179439,1765,3000,75939,200,1372769,10,9666556,5,"上海1注,浙江1注,安徽1注,山东1注,广西1注,云南2注,青海1注,共8注。"
2023002,2023-01-03(二),"02,06,10,16,18,22",13,317440920,1652047889,6,8064366,164,140138,918,3000,47658,200,929233,10,8407428,5,"上海4注,浙江2注,共6注。"
2023001,2023-01-01(日),"09,16,18,22,28,32",02,349018800,1631485850,7,7738461,135,177492,1124,3000,59416,200,1175366,10,9632838,5,"辽宁1注,黑龙江2注,江苏1注,福建1注,云南2注,共7注。"
2022150,2022-12-29(四),"01,07,11,12,22,28",05,322732470,1613770461,9,6598391,203,88580,2229,3000,91402,200,1498486,10,9251810,5,"河北2注,辽宁2注,湖北1注,四川1注,云南2注,陕西1注,共9注。"
2022149,2022-12-27(二),"02,22,26,29,32,33",14,305443962,1619210281,7,8014411,94,280596,647,3000,40947,200,898006,10,5010538,5,"河北2注,辽宁1注,江苏1注,浙江1注,云南2注,共7注。"
2022148,2022-12-25(日),"02,15,16,17,21,31",14,328466772,1596182866,9,7166343,72,338491,1256,3000,52274,200,1002986,10,7842118,5,"山西1注,吉林1注,浙江2注,福建1注,江西1注,湖南1注,广东1注,深圳1注,共9注。"
2022147,2022-12-22(四),"02,03,07,13,20,30",10,308727648,1587565859,17,5619498,148,88948,2272,3000,85489,200,1367592,10,12205894,5,"北京1注,河北1注,浙江1注,福建2注,河南2注,湖北2注,广东2注,广西2注,四川1注,云南1注,新疆2注,共17注。"
2022146,2022-12-20(二),"06,07,13,18,26,31",06,319241960,1643604313,9,6501941,391,43214,2008,3000,80423,200,1296127,10,10754261,5,"河北1注,辽宁1注,江苏1注,广东1注,广西1注,四川3注,云南1注,共9注。"
2022145,2022-12-18(日),"03,21,25,30,31,33",11,366333090,1651431252,4,10000000,68,373743,1103,3000,54214,200,1095934,10,10546749,5,"浙江2注,广西1注,陕西1注,共4注。其中一等奖特别奖为：浙江1注,广西1注,陕西1注。"
2022144,2022-12-15(四),"07,20,22,23,31,32",05,400859910,1615187506,11,6900814,65,402095,1382,3000,69567,200,1359477,10,12044481,5,"江苏2注,云南6注,陕西2注,甘肃1注,共11注。其中一等奖特别奖为：甘肃1注。"
2022143,2022-12-13(二),"07,08,13,29,30,33",03,397641696,1612687877,15,6243187,149,156441,1926,3000,86457,200,1543365,10,12620463,5,"辽宁1注,浙江2注,福建3注,江西3注,山东1注,广东1注,广西1注,海南1注,四川1注,云南1注,共15注。其中一等奖特别奖为：浙江2注,江西2注,山东1注,广东1注,海南1注,四川1注,云南1注。"
2022142,2022-12-11(日),"01,03,13,16,21,27",03,440572602,1636406391,12,5674258,122,82900,2874,3000,123970,200,2038813,10,24324191,5,"河北2注,江苏1注,浙江4注,山东2注,湖南2注,深圳1注,共12注。其中一等奖特别奖为：河北1注,江苏1注,浙江3注,湖南2注,深圳1注。"
2022141,2022-12-08(四),"05,12,13,17,20,27",14,415110854,1674155872,21,6324820,135,257603,1455,3000,65271,200,1440468,10,6494856,5,"江苏2注,山东5注,湖北1注,广东11注,宁夏1注,新疆1注,共21注。其中一等奖特别奖为：湖北1注,广东11注,宁夏1注,新疆1注。"
2022140,2022-12-06(二),"08,09,18,19,20,27",15,397499610,1702647485,19,5889308,673,31383,3271,3000,143842,200,2143884,10,10054059,5,"河北1注,辽宁2注,江苏2注,浙江2注,安徽1注,重庆2注,广东2注,广西1注,云南1注,宁夏5注,共19注。其中一等奖特别奖为：辽宁1注,江苏2注,浙江2注,重庆2注,广东2注,云南1注。"
2022139,2022-12-04(日),"06,07,09,16,17,19",14,421220444,1751181135,12,7006326,443,67934,1604,3000,90315,200,1827915,10,8972855,5,"北京1注,河北1注,内蒙古1注,上海2注,江苏1注,山东2注,湖南1注,广东1注,四川1注,云南1注,共12注。其中一等奖特别奖为：北京1注,河北1注,上海1注,江苏1注,山东2注,广东1注,四川1注,云南1注。"
2022138,2022-12-01(四),"02,14,19,21,25,28",11,382295872,1744972360,2,10000000,67,341021,1283,3000,68779,200,1244688,10,13175898,5,"河北1注,新疆1注,共2注。其中一等奖特别奖为：河北1注,新疆1注。"
2022137,2022-11-29(二),"08,21,23,27,28,33",01,380398430,1696427005,8,7627191,160,164199,1117,3000,57020,200,1161733,10,10987045,5,"辽宁1注,浙江1注,福建2注,山东1注,广东2注,云南1注,共8注。其中一等奖特别奖为：辽宁1注,浙江1注,福建2注,山东1注,广东2注,云南1注。"
2022136,2022-11-27(日),"08,10,14,15,18,22",08,412826960,1678628784,19,5761544,122,148251,2680,3000,119185,200,1960690,10,15690908,5,"河北1注,上海2注,浙江3注,河南2注,湖南2注,广西2注,四川3注,云南1注,甘肃1注,新疆2注,共19注。其中一等奖特别奖为：上海1注,浙江3注,河南1注,湖南2注,广西2注,云南1注,新疆1注。"
2022135,2022-11-24(四),"09,11,13,24,28,32",06,402652460,1733838061,12,6964835,143,206101,1388,3000,70079,200,1413787,10,9418387,5,"山西1注,江苏3注,浙江1注,安徽4注,广东2注,云南1注,共12注。其中一等奖特别奖为：山西1注,江苏2注,浙江1注,安徽4注。"
2022134,2022-11-22(二),"01,05,14,17,24,31",14,404859714,1728998506,10,7386723,90,331489,1304,3000,69062,200,1326086,10,9611961,5,"北京1注,河北1注,江苏5注,浙江1注,贵州1注,深圳1注,共10注。其中一等奖特别奖为：北京1注,江苏4注,深圳1注。"
2022133,2022-11-20(日),"05,08,16,17,21,25",12,457083562,1713363599,11,7308534,241,131711,2035,3000,103271,200,1827118,10,10394229,5,"浙江1注,山东2注,河南1注,湖北1注,湖南2注,四川1注,云南1注,陕西1注,深圳1注,共11注。其中一等奖特别奖为：浙江1注,湖北1注,湖南1注,四川1注,云南1注,陕西1注,深圳1注。"
2022132,2022-11-17(四),"01,03,18,26,32,33",04,439981994,1698530418,4,10000000,88,370814,1119,3000,62745,200,1299834,10,11232052,5,"浙江2注,湖北1注,云南1注,共4注。其中一等奖特别奖为：浙江2注,湖北1注。"
2022131,2022-11-15(二),"03,05,10,13,19,29",06,425292626,1640635486,19,5876981,251,82981,2997,3000,139749,200,2199357,10,13229154,5,"内蒙古2注,吉林2注,黑龙江1注,上海1注,江苏1注,江西1注,山东1注,河南1注,湖北1注,广东1注,四川2注,青海5注,共19注。其中一等奖特别奖为：内蒙古2注,吉林1注,上海1注,江苏1注,江西1注,湖北1注,四川2注。"
2022130,2022-11-13(日),"02,08,15,17,26,28",12,446023212,1689813201,50,5228012,542,26293,4856,3000,188660,200,2707122,10,16435384,5,"山西1注,黑龙江3注,江苏5注,浙江6注,福建1注,江西1注,山东7注,重庆3注,河南2注,湖南2注,广东6注,广西1注,海南1注,四川3注,云南3注,甘肃1注,青海1注,宁夏2注,新疆1注,共50注。其中一等奖特别奖为：山西1注,江苏5注,浙江5注,福建1注,江西1注,山东6注,重庆2注,河南1注,湖南2注,广东2注,广西1注,海南1注,四川1注,云南2注,青海1注,宁夏2注,新疆1注。"
2022129,2022-11-10(四),"10,12,14,22,24,27",07,430007836,1908461423,7,7828409,102,242633,2307,3000,75666,200,1404099,10,15122864,5,"辽宁2注,黑龙江1注,浙江1注,福建1注,贵州1注,陕西1注,共7注。其中一等奖特别奖为：辽宁1注,黑龙江1注,浙江1注,贵州1注,陕西1注。"
2022128,2022-11-08(二),"03,12,18,24,27,29",01,420999886,1889014542,11,7471238,210,161807,988,3000,63878,200,1282386,10,8361674,5,"黑龙江1注,浙江2注,广东2注,广西5注,四川1注,共11注。其中一等奖特别奖为：浙江2注,广东2注,广西5注,四川1注。"
2022127,2022-11-06(日),"03,04,09,10,29,33",13,455409958,1869259580,5,10000000,178,210151,1118,3000,69270,200,1489958,10,8283087,5,"内蒙古1注,辽宁1注,浙江3注,共5注。其中一等奖特别奖为：浙江2注。"
2022126,2022-11-03(四),"01,13,15,17,26,33",13,436137344,1807038683,6,9507372,151,223876,1313,3000,63365,200,1314147,10,9746531,5,"内蒙古1注,浙江1注,四川2注,陕西2注,共6注。其中一等奖特别奖为：浙江1注,四川2注,陕西2注。"
2022125,2022-11-01(二),"02,03,07,12,20,31",16,429659904,1762667038,7,7965155,231,112316,2009,3000,107367,200,1746982,10,12356541,5,"山西1注,山东2注,湖北1注,云南2注,陕西1注,共7注。其中一等奖特别奖为：山西1注,山东1注,云南2注,陕西1注。"
2022124,2022-10-30(日),"05,10,13,18,24,26",01,383396494,1740587803,4,10000000,124,234571,1161,3000,62669,200,1294124,10,8511715,5,"北京1注,安徽1注,海南1注,四川1注,共4注。"
2022123,2022-10-27(四),"10,13,16,20,21,25",05,360850820,1693327054,8,7557633,637,40151,1247,3000,93856,200,1669819,10,7060237,5,"天津1注,内蒙古1注,江苏2注,安徽1注,河南1注,广东1注,广西1注,共8注。"
2022122,2022-10-25(二),"06,08,17,19,24,28",05,350001646,1677059125,26,5519812,214,78943,2763,3000,104504,200,1750138,10,11446800,5,"北京2注,河北2注,山西1注,辽宁1注,浙江3注,安徽1注,山东3注,湖北3注,湖南1注,四川8注,云南1注,共26注。"
2022121,2022-10-23(日),"12,17,22,27,30,31",02,380066114,1769892531,8,8069743,102,300955,789,3000,50976,200,1106522,10,7963048,5,"河北1注,山东1注,湖南1注,云南5注,共8注。"
2022120,2022-10-20(四),"02,15,19,26,27,29",02,355500194,1742358177,43,5486128,288,90727,1042,3000,58726,200,1132983,10,8695309,5,"上海1注,安徽1注,河南1注,广西40注,共43注。"
2022119,2022-10-18(二),"02,05,15,18,26,27",04,341495720,1899873541,12,6494901,309,72568,1455,3000,79692,200,1409223,10,8648633,5,"山西2注,黑龙江1注,浙江1注,福建2注,湖北1注,广东2注,云南1注,甘肃1注,深圳1注,共12注。"
