期数,日期,红球,蓝球,销售额,奖池金额,一等奖中奖人数,一等奖中奖金额,二等奖中奖人数,二等奖中奖金额,三等奖中奖人数,三等奖中奖金额,四等奖中奖人数,四等奖中奖金额,五等奖中奖人数,五等奖中奖金额,六等奖中奖人数,六等奖中奖金额,中奖情况
2015003,2015-01-06(二),"10,15,20,23,24,31",15,389418150,529251380,5,10593703（含派奖2000000）,98,229190,1344,3000,66738,200,1239828,10,14238884,5,"内蒙古1注,上海1注,浙江1注,江西1注,湖南1注,共5注。"
2015002,2015-01-04(日),"07,15,16,25,28,32",05,445131362,504837957,13,7372062（含派奖769230）,152,171355,2094,3000,91955,200,1596960,10,14657531,5,"天津2注,河北1注,山西2注,浙江1注,湖北3注,湖南2注,新疆1注,深圳1注,共13注。"
2015001,2015-01-01(四),"01,07,09,16,20,23",06,389811558,512536696,8,8455559（含派奖1250000）,125,176444,1915,3000,88485,200,1603348,10,12661963,5,"北京1注,黑龙江1注,上海2注,湖南1注,广东1注,海南1注,青海1注,共8注。"
2014152,2014-12-30(二),"08,13,15,20,21,25",12,403970126,504014400,12,7133222（含派奖833333）,99,196953,1822,3000,85032,200,1566491,10,16362932,5,"河北1注,辽宁1注,吉林1注,上海1注,江西5注,河南1注,广东2注,共12注。"
2014151,2014-12-28(日),"04,05,08,11,21,27",08,436728282,521118039,13,6578931（含派奖769230）,195,67475,4428,3000,178213,200,2621748,10,17244436,5,"天津1注,河北2注,吉林1注,江苏2注,浙江2注,山东1注,重庆1注,广东1注,广西2注,共13注。"
2014150,2014-12-25(四),"03,08,14,22,24,32",09,393965122,557171217,9,7717144（含派奖1111111）,161,112222,2594,3000,117832,200,1932583,10,14019433,5,"山西1注,内蒙古1注,辽宁1注,上海1注,安徽1注,山东1注,河南1注,湖南1注,陕西1注,共9注。"
2014149,2014-12-23(二),"07,09,10,15,19,33",01,386664128,562421886,2,15000000（含派奖5000000）,154,222360,871,3000,52445,200,1180049,10,5517832,5,"上海2注,共2注。"
2014148,2014-12-21(日),"01,02,05,12,15,16",13,425097618,479691558,9,8710675（含派奖1111111）,133,219887,1178,3000,69058,200,1412144,10,11970079,5,"河北2注,吉林1注,上海1注,江西1注,广东1注,广西1注,四川1注,新疆1注,共9注。"
2014147,2014-12-18(四),"06,07,22,26,31,32",10,385071740,460352344,4,12241950（含派奖2500000）,93,254943,1276,3000,69227,200,1305569,10,12623410,5,"内蒙古1注,湖北1注,广东1注,广西1注,共4注。"
2014146,2014-12-16(二),"01,06,13,20,29,32",01,383982986,428190888,3,13333333（含派奖3333333）,100,329347,771,3000,46420,200,993402,10,6976346,5,"内蒙古1注,上海2注,共3注。"
2014145,2014-12-14(日),"10,12,13,23,26,29",11,428104998,359386704,9,8297945（含派奖1111111）,142,173252,1901,3000,91602,200,1593604,10,14280889,5,"北京1注,辽宁2注,江苏1注,山东1注,湖南1注,广东2注,四川1注,共9注。"
2014144,2014-12-11(四),"03,05,06,09,10,27",14,379438954,350262546,6,10122305（含派奖1666666）,191,135692,1394,3000,81349,200,1633184,10,9094454,5,"河北1注,浙江1注,山东1注,湖南2注,深圳1注,共6注。"
2014143,2014-12-09(二),"03,12,18,20,25,26",16,375707362,323244502,14,6998852（含加奖714285）,197,114111,2460,3000,105256,200,1811385,10,9526373,5,"北京5注,山西6注,吉林1注,海南1注,四川1注,共14注。"
2014142,2014-12-07(日),"06,21,22,23,25,28",13,419262206,343788680,5,12000000（含加奖2000000）,100,318025,1190,3000,59760,200,1262272,10,10016710,5,"黑龙江1注,安徽1注,重庆1注,湖南1注,深圳1注,共5注。"
2014141,2014-12-04(四),"08,09,11,16,21,24",10,374573402,298381028,22,6335444（含加奖454545）,168,144194,1522,3000,78756,200,1495102,10,10274750,5,"北京12注,黑龙江1注,江苏1注,浙江3注,江西2注,广东1注,西藏1注,陕西1注,共22注。"
2014140,2014-12-02(二),"06,10,11,14,17,33",06,369928040,355086600,5,9914504（含加奖2000000）,102,178584,1667,3000,83750,200,1465997,10,14398229,5,"内蒙古1注,黑龙江1注,江苏1注,浙江1注,西藏1注,共5注。"
2014139,2014-11-30(日),"01,14,15,20,25,29",11,416872552,340012160,10,8062601（含加奖1000000）,102,252769,1412,3000,78970,200,1484741,10,13252018,5,"上海2注,浙江2注,重庆1注,广东2注,四川2注,陕西1注,共10注。"
2014138,2014-11-27(四),"04,06,13,29,31,33",13,379450576,333290635,5,11482317（含加奖2000000）,126,222337,1246,3000,62571,200,1173274,10,9177581,5,"河北1注,黑龙江1注,重庆1注,河南1注,广东1注,共5注。"
2014137,2014-11-25(二),"03,06,09,11,25,29",09,377779080,296658774,27,5906822（含加奖555555）,223,53162,4268,3000,153978,200,2174683,10,14468849,5,"北京2注,天津1注,山西1注,辽宁2注,黑龙江1注,上海1注,江苏2注,浙江1注,河南2注,湖北1注,云南5注,陕西5注,宁夏1注,新疆1注,深圳1注,共27注。"
2014136,2014-11-23(日),"03,16,19,27,31,32",10,419949224,405577188,1,15000000（含加奖5000000）,112,247269,1520,3000,83851,200,1681997,10,11369653,5,"黑龙江1注,共1注。"
2014135,2014-11-20(四),"02,04,11,13,25,33",01,380304722,332494676,4,12500000（含加奖2500000）,210,147183,926,3000,57191,200,1191886,10,7316105,5,"北京1注,江苏1注,重庆1注,广东1注,共4注。"
2014134,2014-11-18(二),"05,16,22,23,26,28",02,374813426,279769385,7,10031378（含加奖1428571）,124,254230,818,3000,49819,200,1031768,10,6964964,5,"山西1注,江苏1注,山东1注,重庆1注,湖北1注,陕西1注,深圳1注,共7注。"
2014133,2014-11-16(日),"13,14,16,23,30,31",13,417287906,245415332,4,12006712（含加奖2500000）,125,180268,1696,3000,89455,200,1618343,10,15034880,5,"北京1注,浙江1注,江西1注,陕西1注,共4注。"
2014132,2014-11-13(四),"05,06,14,15,18,33",08,372487192,215841500,5,9132195（含加奖2000000）,81,164521,1759,3000,89921,200,1606910,10,17976707,5,"辽宁3注,河南1注,云南1注,共5注。"
2014131,2014-11-11(二),"05,17,21,22,28,32",14,396591384,211523816,7,10041712（含加奖1428571）,211,149834,1318,3000,69165,200,1338416,10,7339732,5,"北京1注,内蒙古1注,黑龙江1注,江苏1注,江西2注,云南1注,共7注。"
2014130,2014-11-09(日),"01,02,10,24,30,33",10,402591108,176970840,3,13333333（含加奖3333333）,77,344673,1369,3000,68267,200,1282919,10,12104101,5,"福建1注,广东1注,四川1注,共3注。"
2014129,2014-11-06(四),"05,08,09,20,28,32",02,359082268,127351182,7,6428571（含加奖1428571）,207,120794,1582,3000,83951,200,1568779,10,7741662,5,"河北1注,辽宁1注,浙江1注,福建1注,湖南1注,海南1注,深圳1注,共7注。"
2014128,2014-11-04(二),"05,07,08,17,18,24",14,358520804,87337680,10,6000000（含加奖1000000）,180,122362,2449,3000,89210,200,1631948,10,9213168,5,"辽宁1注,吉林2注,福建1注,重庆1注,河南1注,湖南1注,广西1注,贵州1注,宁夏1注,共10注。"
2014127,2014-11-02(日),"02,10,12,21,23,27",12,405427926,71262030,15,5666666（含加奖666666）,189,94735,2512,3000,105324,200,1773966,10,16139836,5,"天津1注,河北1注,吉林1注,黑龙江1注,江苏1注,安徽2注,湖北1注,广东1注,贵州1注,陕西4注,深圳1注,共15注。"
2014126,2014-10-30(四),"06,11,16,17,22,27",01,374635140,92547000,28,6067086（含加奖357142）,425,58466,1854,3000,84348,200,1420149,10,9509175,5,"河北1注,山西6注,内蒙古2注,黑龙江1注,上海2注,江西2注,山东1注,重庆2注,河南2注,湖北1注,广东1注,四川5注,新疆2注,共28注。"
2014125,2014-10-28(二),"10,11,15,26,31,32",06,369171242,177881270,5,10893985（含加奖2000000）,84,289731,1201,3000,61459,200,1205106,10,11119681,5,"黑龙江1注,山东1注,重庆1注,河南1注,广东1注,共5注。"
2014124,2014-10-26(日),"02,17,20,24,31,33",04,414603564,149338971,3,8333333（含加奖3333333）,72,452439,949,3000,52565,200,1099654,10,9699314,5,"浙江1注,广东1注,广西1注,共3注。"
2014123,2014-10-23(四),"01,06,11,17,28,33",05,374248054,66611994,31,5504877,447,43767,2335,3000,86030,200,1312289,10,13558336,5,"河北4注,江苏7注,浙江2注,江西2注,重庆2注,河南2注,湖北5注,广西1注,四川5注,新疆1注,共31注。"
2014122,2014-10-21(二),"06,09,11,16,20,29",11,372450634,178571232,16,5951266,156,121957,2333,3000,101054,200,1637257,10,12563417,5,"内蒙古1注,上海1注,江苏3注,浙江2注,重庆2注,湖北3注,广东1注,甘肃1注,宁夏1注,深圳1注,共16注。"
2014121,2014-10-19(日),"01,02,13,22,28,30",09,414246034,216715500,15,6326521,265,93857,2233,3000,95279,200,1617362,10,12312599,5,"河北1注,内蒙古3注,吉林1注,黑龙江1注,浙江2注,安徽1注,山东1注,湖北1注,广西2注,贵州1注,宁夏1注,共15注。"
2014120,2014-10-16(四),"01,07,12,16,23,28",04,380941988,236996485,23,5924705,375,70894,1964,3000,90510,200,1599524,10,8066245,5,"北京1注,内蒙古2注,上海1注,江苏1注,浙江1注,江西1注,山东1注,河南10注,广东4注,广西1注,共23注。"
2014119,2014-10-14(二),"06,13,17,20,26,29",09,374297910,293508896,16,5570537,138,82686,2891,3000,117161,200,1802157,10,17527238,5,"内蒙古1注,上海4注,江苏1注,安徽1注,江西1注,山东1注,河南2注,广东2注,四川1注,云南1注,陕西1注,共16注。"
2014118,2014-10-12(日),"05,07,15,18,26,30",03,412610364,348405240,15,6427135,328,81581,2273,3000,100809,200,1756790,10,10119046,5,"北京1注,天津1注,河北1注,内蒙古5注,黑龙江1注,江苏1注,山东1注,河南1注,广东2注,青海1注,共15注。"
2014117,2014-10-09(四),"05,10,17,25,28,29",04,376251864,364535919,9,7417293,316,86058,1417,3000,73888,200,1411754,10,8487811,5,"河北1注,内蒙古1注,浙江1注,江西1注,山东2注,湖北1注,广东1注,四川1注,共9注。"
2014116,2014-10-07(二),"09,10,14,15,19,29",16,355472106,349707904,8,7738382,178,153841,1095,3000,64983,200,1368684,10,6935517,5,"浙江2注,福建1注,重庆4注,云南1注,共8注。"
2014115,2014-10-05(日),"01,09,10,11,13,32",03,393986920,329463486,107,5206826,176,157176,1224,3000,71491,200,1342439,10,10201413,5,"北京1注,山西101注,黑龙江1注,上海2注,安徽1注,山东1注,共107注。"
2014114,2014-10-02(四),"02,07,23,30,32,33",10,336622164,803604936,4,7655494,64,207460,1549,3000,76268,200,1350027,10,15686821,5,"内蒙古1注,吉林1注,江西1注,贵州1注,共4注。"
2014113,2014-09-30(二),"12,14,28,31,32,33",07,376332046,794394502,2,10000000,61,329010,1154,3000,66803,200,1303269,10,14853762,5,"辽宁1注,上海1注,共2注。"
2014112,2014-09-28(日),"01,15,16,21,24,30",03,438774340,754185552,16,5556035,150,74138,2830,3000,124316,200,1984273,10,23464132,5,"北京1注,天津1注,河北4注,辽宁2注,重庆1注,河南1注,湖北1注,湖南1注,四川2注,云南1注,新疆1注,共16注。"
2014111,2014-09-25(四),"02,08,17,20,22,28",02,391471380,809720000,5,10000000,86,386831,1266,3000,59579,200,1157710,10,6292002,5,"吉林1注,上海1注,浙江1注,深圳2注,共5注。"
2014110,2014-09-23(二),"01,08,11,13,19,30",06,384948858,759917456,4,9300795,143,150377,1913,3000,92867,200,1669011,10,12321303,5,"山东1注,重庆1注,广东1注,陕西1注,共4注。"
2014109,2014-09-21(日),"02,05,11,15,19,28",02,437600916,732608704,16,6744502,304,114769,1491,3000,77457,200,1604097,10,7771782,5,"上海1注,江苏1注,福建1注,江西1注,广西1注,四川1注,新疆10注,共16注。"
2014108,2014-09-18(四),"03,08,09,20,23,28",02,393047674,735850612,14,6392168,357,68243,2806,3000,109290,200,1755016,10,9463084,5,"北京2注,天津2注,河北1注,黑龙江1注,江苏1注,江西2注,重庆1注,湖南2注,广东1注,云南1注,共14注。"
2014107,2014-09-16(二),"11,14,17,22,25,27",16,387176276,752252140,5,9244289,117,226724,999,3000,60116,200,1186708,10,11344370,5,"黑龙江1注,浙江2注,河南1注,云南1注,共5注。"
2014106,2014-09-14(日),"09,14,17,18,21,25",15,422052940,718893160,4,10000000,124,257862,1115,3000,68464,200,1401001,10,9571702,5,"黑龙江1注,上海1注,浙江1注,陕西1注,共4注。"
2014105,2014-09-11(四),"14,16,17,19,27,32",04,379715550,662968446,6,9151943,67,464769,756,3000,45386,200,993471,10,8044478,5,"北京1注,黑龙江1注,河南1注,湖北2注,广西1注,共6注。"
2014104,2014-09-09(二),"02,06,12,19,27,28",13,358170510,624461375,5,9351116,372,73103,1218,3000,79156,200,1516901,10,6414284,5,"北京1注,浙江1注,重庆1注,湖北1注,广西1注,共5注。"
2014103,2014-09-07(日),"03,08,09,10,18,33",04,396768732,589633520,8,7120349,179,118455,1986,3000,106804,200,1806290,10,12844201,5,"山西1注,内蒙古2注,安徽1注,湖北1注,广东3注,共8注。"
2014102,2014-09-04(四),"14,16,21,24,28,31",13,368749750,582985842,3,10000000,80,346223,813,3000,54535,200,1145542,10,9018905,5,"黑龙江1注,上海1注,江西1注,共3注。"
2014101,2014-09-02(二),"16,18,20,23,24,32",07,359712392,529892270,2,10000000,61,420623,806,3000,44219,200,922552,10,10627930,5,"北京1注,安徽1注,共2注。"
2014100,2014-08-31(日),"01,06,09,10,14,16",11,401949134,472918194,3,10000000,90,260404,1526,3000,77921,200,1519047,10,13571367,5,"江苏1注,湖南2注,共3注。"
2014099,2014-08-28(四),"01,05,10,11,13,32",14,358086522,432609020,4,10000000,47,565778,779,3000,46911,200,991927,10,9491502,5,"北京1注,上海1注,河南2注,共4注。"
2014098,2014-08-26(二),"02,13,17,20,29,31",07,353151800,392834215,5,8502424,77,284287,1534,3000,64166,200,1189740,10,11230235,5,"江西1注,重庆2注,广东1注,贵州1注,共5注。"
2014097,2014-08-24(日),"07,13,24,25,27,32",15,390727104,369675882,3,10000000,148,196578,1599,3000,73902,200,1422268,10,8256401,5,"上海1注,广西1注,深圳1注,共3注。"
2014096,2014-08-21(四),"12,14,17,19,22,24",08,357432576,312395240,4,9824585,86,280499,1012,3000,56567,200,1144131,10,10571910,5,"北京1注,湖南1注,四川1注,云南1注,共4注。"
2014095,2014-08-19(二),"05,06,08,14,22,31",08,348187212,279324805,5,7265534,134,105668,2053,3000,97838,200,1620365,10,14408624,5,"北京1注,辽宁2注,重庆1注,广东1注,共5注。"
2014094,2014-08-17(日),"01,10,18,20,23,29",01,394513356,273173708,2,10000000,79,363453,1116,3000,59784,200,1177782,10,10275525,5,"天津1注,重庆1注,共2注。"
2014093,2014-08-14(四),"02,08,09,10,20,29",05,361310882,207035236,23,5209398,205,29366,3824,3000,152903,200,2158812,10,17864162,5,"北京2注,天津2注,内蒙古1注,黑龙江1注,江苏1注,安徽2注,江西3注,山东2注,重庆3注,湖北1注,湖南1注,广东2注,云南1注,深圳1注,共23注。"
2014092,2014-08-12(二),"03,13,18,19,22,26",07,355694942,308790808,8,6633423,185,88293,1965,3000,92591,200,1583568,10,13740940,5,"辽宁1注,上海2注,安徽2注,福建1注,重庆1注,深圳1注,共8注。"
2014091,2014-08-10(日),"01,05,12,19,27,29",14,395683536,312855494,7,8264071,148,192977,1338,3000,71109,200,1355425,10,9570474,5,"山西1注,黑龙江1注,浙江1注,山东1注,广西1注,陕西2注,共7注。"
2014090,2014-08-07(四),"05,09,11,19,24,32",13,361007810,285022119,17,5909390,201,96141,2262,3000,98090,200,1612377,10,11413580,5,"北京1注,天津1注,内蒙古5注,辽宁1注,江苏2注,浙江1注,江西1注,重庆1注,湖北1注,广东1注,云南2注,共17注。"
2014089,2014-08-05(二),"04,06,14,17,27,30",09,349996988,327508140,15,5545146,145,70493,2737,3000,117179,200,1813485,10,16166172,5,"北京5注,上海2注,浙江1注,福建3注,重庆1注,四川1注,贵州1注,新疆1注,共15注。"
2014088,2014-08-03(日),"03,06,11,14,16,29",15,378895304,380020836,4,10000000,100,261555,1287,3000,70861,200,1403382,10,9793916,5,"山西1注,山东1注,广东2注,共4注。"
2014087,2014-07-31(四),"06,18,22,23,32,33",06,346294212,341554266,6,8003802,89,253129,1319,3000,63293,200,1137663,10,10315570,5,"北京1注,山西1注,黑龙江1注,江西1注,重庆1注,广东1注,共6注。"
2014086,2014-07-29(二),"02,04,10,12,14,30",08,342885520,321991524,6,8140814,147,160245,1304,3000,69738,200,1273037,10,8639901,5,"辽宁1注,四川5注,共6注。"
2014085,2014-07-27(日),"01,02,11,19,23,29",08,383964576,300168090,15,6219107,106,215644,1561,3000,79178,200,1436700,10,12364793,5,"吉林1注,浙江1注,重庆4注,湖北1注,广东1注,四川2注,陕西5注,共15注。"
2014084,2014-07-24(四),"01,06,09,10,13,25",08,348439746,324879900,6,7345069,107,164374,1974,3000,86620,200,1516760,10,12393958,5,"河北1注,上海1注,山东1注,广西1注,四川1注,深圳1注,共6注。"
2014083,2014-07-22(二),"05,06,19,21,23,33",12,342671260,316186254,6,7954331,111,199616,1258,3000,67669,200,1313575,10,9767085,5,"辽宁1注,黑龙江1注,江西1注,河南1注,甘肃2注,共6注。"
2014082,2014-07-20(日),"02,04,20,25,26,29",11,376072870,297439788,6,8166275,90,263856,1092,3000,63429,200,1276296,10,12112535,5,"河北1注,福建5注,共6注。"
2014081,2014-07-17(四),"08,14,22,24,27,29",10,345588442,275196240,6,8256141,88,277512,1113,3000,57026,200,1165386,10,9051206,5,"北京1注,辽宁1注,上海1注,广东3注,共6注。"
2014080,2014-07-15(二),"05,14,16,17,25,30",07,339602048,251469908,1,10000000,254,83090,1931,3000,88419,200,1493780,10,8714185,5,"山西1注,共1注。"
2014079,2014-07-13(日),"02,07,16,22,27,28",02,371546996,198155300,7,8316463,168,172732,1328,3000,67865,200,1315190,10,7054578,5,"北京1注,内蒙古1注,辽宁1注,江苏1注,重庆2注,广西1注,共7注。"
2014078,2014-07-10(四),"02,03,05,06,09,17",07,340877252,169313373,9,6628498,112,163576,1699,3000,95151,200,1581197,10,10761647,5,"北京1注,河北1注,内蒙古2注,江苏1注,安徽1注,重庆1注,河南1注,湖北1注,共9注。"
2014077,2014-07-08(二),"08,09,12,15,19,22",10,335080206,174008032,8,6647934,140,117709,1987,3000,91724,200,1615101,10,11563022,5,"辽宁1注,上海1注,浙江2注,江西2注,广东1注,海南1注,共8注。"
2014076,2014-07-06(日),"06,10,12,17,18,33",11,375634222,177753477,3,10000000,76,324412,1381,3000,71212,200,1328428,10,10753917,5,"湖北1注,湖南1注,贵州1注,共3注。"
2014075,2014-07-03(四),"03,09,11,22,27,29",06,341705034,133787352,24,5641067,169,113799,2058,3000,87963,200,1514295,10,10319558,5,"北京5注,河北8注,江苏1注,江西1注,重庆1注,湖南4注,云南1注,陕西2注,深圳1注,共24注。"
2014074,2014-07-01(二),"01,03,06,13,30,31",12,333005878,211476892,1,10000000,88,239871,1114,3000,57447,200,1090492,10,10600358,5,"广西1注,共1注。"
2014073,2014-06-29(日),"01,12,16,20,30,33",02,368813894,158150815,5,5000000,79,382345,851,3000,46034,200,954721,10,7718151,5,"天津1注,内蒙古1注,重庆1注,广东2注,共5注。"
2014072,2014-06-26(四),"01,03,07,13,19,32",16,324184472,92535036,3,5000000,106,243820,1068,3000,49834,200,1025749,10,6408410,5,"江苏1注,江西1注,湖北1注,共3注。"
2014071,2014-06-24(二),"02,04,12,17,22,25",14,332837230,30000000,34,3043574,432,43988,3381,3000,107551,200,1510550,10,8063806,5,"北京2注,天津1注,河北1注,山西1注,上海3注,江苏2注,浙江1注,山东2注,重庆7注,河南1注,湖北1注,广东2注,广西2注,贵州1注,云南6注,深圳1注,共34注。"
2014070,2014-06-22(日),"01,07,09,19,28,29",07,381932126,46472150,25,5398171,199,62526,3342,3000,132626,200,1950893,10,16263025,5,"天津1注,吉林1注,安徽2注,江西1注,山东2注,重庆2注,广东11注,四川2注,云南1注,甘肃1注,深圳1注,共25注。"
2014069,2014-06-19(四),"05,12,17,19,25,30",11,344427596,144097840,10,6146408,218,65734,2770,3000,107270,200,1672199,10,12992624,5,"山西1注,黑龙江1注,江苏1注,浙江2注,重庆1注,贵州1注,深圳3注,共10注。"
2014068,2014-06-17(二),"04,12,13,22,27,29",16,333498724,162571614,3,5000000,122,235536,666,3000,45928,200,1038452,10,5380882,5,"河北2注,云南1注,共3注。"
2014067,2014-06-15(日),"01,06,07,17,18,23",06,369752334,91365232,16,6218687,203,120067,1916,3000,90586,200,1585425,10,8792844,5,"辽宁1注,黑龙江1注,江西1注,重庆3注,湖北5注,广东1注,广西1注,四川1注,深圳2注,共16注。"
2014066,2014-06-12(四),"02,05,15,17,18,21",16,326106482,117743004,3,5000000,89,308573,805,3000,48586,200,1022418,10,5516701,5,"内蒙古1注,吉林1注,河南1注,共3注。"
2014065,2014-06-10(二),"03,04,05,08,10,22",06,331291864,50353786,14,5000000,131,174687,1283,3000,66306,200,1260097,10,8217154,5,"北京1注,内蒙古2注,辽宁1注,上海2注,浙江1注,山东3注,广东3注,深圳1注,共14注。"
2014064,2014-06-08(日),"02,09,15,16,29,32",14,362553032,51701734,14,5000000,287,76848,2051,3000,89457,200,1522984,10,10030883,5,"辽宁1注,江苏3注,江西1注,山东1注,重庆1注,河南1注,湖北1注,广东3注,广西2注,共14注。"
2014063,2014-06-05(四),"03,08,17,21,22,31",16,318559312,55534992,8,5000000,224,97522,1298,3000,65191,200,1172314,10,8011746,5,"黑龙江1注,上海2注,江苏2注,浙江2注,云南1注,共8注。"
2014062,2014-06-03(二),"06,09,15,24,25,26",09,324555900,30000000,58,1557886,396,22689,3996,3000,130435,200,1803666,10,13396108,5,"北京5注,河北1注,山西2注,内蒙古1注,辽宁2注,江苏2注,浙江1注,安徽4注,福建3注,江西1注,山东2注,重庆1注,河南1注,湖北12注,广东4注,广西1注,四川10注,贵州3注,云南1注,西藏1注,共58注。"
2014061,2014-06-01(日),"02,14,17,27,28,31",08,348086982,63402256,16,5000000,210,105096,1275,3000,72476,200,1338689,10,10114900,5,"黑龙江1注,上海2注,湖北5注,广东1注,陕西1注,青海5注,深圳1注,共16注。"
2014060,2014-05-29(四),"03,05,14,18,25,33",06,332537430,77191491,1,5000000,156,104288,1532,3000,75440,200,1322614,10,12991386,5,"云南1注,共1注。"
2014059,2014-05-27(二),"05,08,12,13,23,25",13,332914310,33384288,14,5000000,192,117768,1667,3000,74133,200,1320912,10,7928978,5,"北京2注,内蒙古1注,浙江2注,江西1注,山东5注,重庆1注,广东1注,广西1注,共14注。"
2014058,2014-05-25(日),"02,03,12,13,14,25",11,395239936,35549494,38,5136638,213,30471,3747,3000,145090,200,2167260,10,21154932,5,"北京3注,河北3注,内蒙古1注,吉林1注,黑龙江1注,上海1注,浙江1注,福建3注,江西1注,山东2注,重庆3注,河南1注,湖北4注,湖南1注,广东2注,四川5注,甘肃1注,新疆3注,深圳1注,共38注。"
2014057,2014-05-22(四),"02,04,12,18,23,31",08,357051002,211270800,6,8117313,92,254128,1219,3000,64264,200,1210077,10,10565005,5,"吉林1注,江苏1注,江西1注,河南1注,广东1注,深圳1注,共6注。"
2014056,2014-05-20(二),"01,11,18,20,28,29",01,355820816,189835134,6,8207897,117,205634,1423,3000,70178,200,1248597,10,9464943,5,"北京1注,江苏1注,山东1注,重庆1注,湖北1注,广东1注,共6注。"
2014055,2014-05-18(日),"02,09,14,19,21,30",04,399255230,166904832,8,6995330,141,141512,1986,3000,93312,200,1617705,10,15004880,5,"山西3注,内蒙古1注,江苏1注,浙江1注,湖北1注,贵州1注,共8注。"
2014054,2014-05-15(四),"01,04,05,11,29,30",14,362404232,163007572,14,6152102,331,73094,2358,3000,112835,200,1838369,10,9781242,5,"山西2注,吉林1注,上海2注,江苏1注,安徽1注,福建1注,江西1注,湖南2注,四川2注,宁夏1注,共14注。"
2014053,2014-05-13(二),"14,17,19,22,26,31",02,357050160,192683993,1,10000000,80,385716,919,3000,57298,200,1177658,10,9220755,5,"广东1注,共1注。"
2014052,2014-05-11(日),"09,13,15,28,30,33",08,388520458,130683658,14,5815978,152,112733,2807,3000,120908,200,1931209,10,16268364,5,"北京1注,内蒙古1注,吉林1注,福建2注,重庆1注,湖北2注,广东4注,广西1注,西藏1注,共14注。"
2014051,2014-05-08(四),"10,16,19,21,23,24",13,355097144,172124407,7,8087544,69,469843,879,3000,49440,200,1021819,10,8638074,5,"江西1注,山东5注,四川1注,共7注。"
2014050,2014-05-06(二),"03,17,23,25,26,32",13,356974970,153092388,6,7990218,117,230016,1508,3000,71234,200,1276672,10,10734733,5,"浙江1注,福建1注,广西2注,四川1注,深圳1注,共6注。"
2014049,2014-05-04(日),"06,07,16,17,23,32",06,395100460,138239115,15,6218403,176,155761,2226,3000,93319,200,1591221,10,12192985,5,"北京1注,天津1注,辽宁1注,浙江1注,山东1注,重庆1注,湖北1注,湖南1注,广西1注,贵州4注,新疆1注,深圳1注,共15注。"
2014048,2014-05-01(四),"06,09,16,17,24,25",16,328158768,167548980,10,6699431,209,121968,1994,3000,86842,200,1464842,10,7565478,5,"河北2注,山西2注,辽宁1注,安徽1注,江西1注,湖北2注,广东1注,共10注。"
2014047,2014-04-29(二),"08,10,11,12,19,29",15,367083108,175063188,6,8550289,231,138322,1225,3000,74362,200,1443207,10,8076513,5,"河北1注,上海1注,江苏1注,山东1注,湖北1注,贵州1注,共6注。"
2014046,2014-04-27(日),"02,10,11,17,18,22",10,407325576,151808850,10,6137017,121,140952,2152,3000,105791,200,1849204,10,19326480,5,"天津1注,河北1注,内蒙古1注,上海2注,安徽1注,山东2注,湖北1注,四川1注,共10注。"
2014045,2014-04-24(四),"02,04,09,11,19,22",15,375431708,173383408,22,5886964,128,228670,1272,3000,73352,200,1375539,10,10830729,5,"北京2注,河北2注,江西1注,山东1注,重庆1注,湖南6注,广东2注,四川5注,贵州1注,甘肃1注,共22注。"
2014044,2014-04-22(二),"04,09,21,27,28,33",12,373074342,234600372,4,9396243,136,193951,1324,3000,73544,200,1325157,10,12589836,5,"湖南1注,深圳3注,共4注。"
2014043,2014-04-20(日),"02,05,09,14,24,33",09,415843112,210637936,16,5583245,118,118626,3026,3000,125714,200,2015867,10,20544804,5,"天津1注,河北1注,辽宁1注,吉林1注,黑龙江1注,上海2注,江苏1注,安徽2注,江西1注,湖南1注,广东2注,贵州1注,云南1注,共16注。"
2014042,2014-04-17(四),"12,15,20,25,28,33",14,373018334,267308119,0,0,90,415420,823,3000,43913,200,965869,10,7448497,5,共0注。
2014041,2014-04-15(二),"07,11,16,18,21,22",02,365242842,180069774,2,10000000,93,324163,1245,3000,68231,200,1349556,10,9520335,5,"吉林1注,陕西1注,共2注。"
2014040,2014-04-13(日),"03,04,06,11,12,15",08,406009192,129726387,9,6499969,119,170164,2161,3000,102851,200,1744608,10,17389319,5,"北京1注,天津2注,内蒙古1注,江苏1注,安徽1注,江西1注,重庆2注,共9注。"
2014039,2014-04-10(四),"03,11,15,19,20,31",07,363687932,140977080,5,5000000,274,110166,1361,3000,80311,200,1499817,10,8489016,5,"吉林1注,江苏2注,广西1注,云南1注,共5注。"
2014038,2014-04-08(二),"04,07,22,23,24,33",16,356364376,95544036,9,5000000,111,293443,1050,3000,53804,200,1049518,10,8327671,5,"内蒙古1注,浙江5注,福建2注,湖南1注,共9注。"
2014037,2014-04-06(日),"06,13,14,24,25,30",07,385617546,64542096,18,5872936,261,90303,2787,3000,116107,200,1844517,10,12072141,5,"河北1注,上海1注,江苏2注,浙江1注,安徽1注,重庆3注,河南1注,湖南1注,四川6注,青海1注,共18注。"
2014036,2014-04-03(四),"01,07,08,09,11,22",03,378585748,115259940,30,5349374,351,44791,2730,3000,104267,200,1633294,10,17544912,5,"北京1注,天津1注,辽宁1注,吉林1注,上海2注,江苏5注,安徽1注,江西2注,山东1注,湖北2注,湖南1注,广东2注,四川1注,云南1注,陕西1注,新疆1注,深圳6注,共30注。"
