期号,时间,开奖号码,奖池奖金,销售额,一等奖人数,一等奖金额,二等奖人数,二等奖金额,三等奖人数,三等奖金额,四等奖人数,四等奖金额,五等奖人数,五等奖金额,六等奖人数,六等奖金额,七等奖人数,七等奖金额,八等奖人数,八等奖金额,九等奖人数,九等奖金额
10036,2010-03-31,19 25 28 31 33 01 08,0,,1,"5,000,000",14,"2,902,774",22,"766,480",90,"270,000","2,542","1,525,200","9,346","934,600",,,,,,
10035,2010-03-29,14 16 20 31 34 01 07,0,,1,"5,000,000",9,"2,739,114",28,"687,652",110,"330,000","2,662","1,597,200","9,189","918,900",,,,,,
10034,2010-03-27,01 06 19 25 26 03 09,0,,11,"21,887,558",21,"2,773,764",39,"660,387",165,"495,000","2,932","1,759,200","11,282","1,128,200",,,,,,
10033,2010-03-24,12 19 28 29 30 05 08,0,,6,"24,101,838",79,"948,000",113,"678,000",709,"2,127,000","9,010","5,406,000","29,513","2,951,300",,,,,,
10032,2010-03-22,13 16 23 24 33 07 11,0,,1,"5,000,000",14,"2,585,842",37,"579,642",152,"456,000","3,192","1,915,200","13,052","1,305,200",,,,,,
10031,2010-03-20,05 13 16 17 35 06 08,0,,5,"20,058,190",9,"2,845,431",28,"789,292",108,"324,000","2,872","1,723,200","10,836","1,083,600",,,,,,
10030,2010-03-17,10 12 19 32 35 02 07,0,,10,"19,717,310",54,"648,000",58,"348,000","1,056","3,168,000","6,865","4,119,000","32,798","3,279,800",,,,,,
10029,2010-03-15,21 22 33 34 35 03 04,0,,11,"55,000,000",370,"4,440,000",506,"3,036,000",685,"2,055,000","14,875","8,925,000","32,160","3,216,000",,,,,,
10028,2010-03-13,01 02 07 20 35 01 03,0,,0,0,10,"3,592,600",49,"784,833",98,"294,000","3,211","1,926,600","10,030","1,003,000",,,,,,
10027,2010-03-10,05 23 26 32 34 02 09,0,,5,"25,000,000",41,"492,000",71,"426,000",821,"2,463,000","7,443","4,465,800","31,410","3,141,000",,,,,,
10026,2010-03-08,05 23 25 31 35 07 10,0,,1,"5,000,000",17,"2,805,153",25,"685,025",135,"405,000","2,620","1,572,000","9,286","928,600",,,,,,
10025,2010-03-06,09 11 13 14 25 01 07,0,,4,"20,000,000",30,"3,136,890",67,"739,278",140,"420,000","4,210","2,526,000","14,986","1,498,600",,,,,,
10024,2010-03-03,03 14 19 24 25 04 11,0,,4,"22,669,464",32,"1,599,680",39,"396,123",438,"1,314,000","4,037","2,422,200","17,475","1,747,500",,,,,,
10023,2010-03-01,11 13 29 32 33 02 08,0,,3,"17,857,752",43,"1,692,609",196,"1,176,000",295,"885,000","5,527","3,316,200","21,393","2,139,300",,,,,,
10022,2010-02-27,02 11 13 14 25 02 05,0,,0,0,16,"3,210,880",36,"819,432",112,"336,000","2,882","1,729,200","10,418","1,041,800",,,,,,
10021,2010-02-24,11 20 23 24 25 07 09,0,,7,"37,958,585",29,"2,150,350",63,"601,335",157,"471,000","4,283","2,569,800","13,285","1,328,500",,,,,,
10020,2010-02-22,08 18 26 32 33 01 06,0,,0,0,22,"2,366,276",81,"557,361",114,"342,000","3,736","2,241,600","15,194","1,519,400",,,,,,
10019,2010-02-20,03 11 19 26 27 02 09,0,,1,"8,031,409",26,"2,783,794",41,"696,262",153,"459,000","3,301","1,980,600","11,777","1,177,700",,,,,,
10018,2010-02-10,03 10 26 32 33 04 12,0,,0,0,20,"2,901,440",63,"678,951",138,"414,000","3,353","2,011,800","13,607","1,360,700",,,,,,
10017,2010-02-08,13 21 23 27 34 09 12,0,,1,"9,381,541",24,"2,384,496",46,"645,978",163,"489,000","4,044","2,426,400","13,459","1,345,900",,,,,,
10016,2010-02-06,10 12 20 23 32 04 10,0,,1,"10,000,000",17,"3,353,114",80,"806,080",113,"339,000","3,427","2,056,200","15,178","1,517,800",,,,,,
10015,2010-02-03,03 10 14 18 28 08 10,0,,1,"9,000,457",22,"2,404,644",30,"565,020",128,"384,000","3,860","2,316,000","11,528","1,152,800",,,,,,
10014,2010-02-01,18 19 30 33 35 02 04,0,,0,0,9,"3,072,852",61,"632,692",92,"276,000","3,128","1,876,800","12,191","1,219,100",,,,,,
10013,2010-01-30,18 21 22 26 34 09 12,0,,0,0,21,"2,888,298",61,"738,100",165,"495,000","3,972","2,383,200","16,099","1,609,900",,,,,,
10012,2010-01-27,20 24 30 31 33 05 12,0,,2,"10,000,000",30,"2,277,000",46,"552,920",257,"771,000","4,246","2,547,600","15,274","1,527,400",,,,,,
10011,2010-01-25,02 03 11 27 32 08 11,0,,0,0,31,"2,690,831",31,"747,844",149,"447,000","2,797","1,678,200","8,822","882,200",,,,,,
10010,2010-01-23,15 22 24 32 35 02 09,0,,3,"15,000,000",23,"2,263,706",39,"622,206",290,"870,000","3,754","2,252,400","16,340","1,634,000",,,,,,
10009,2010-01-20,02 05 13 27 32 03 11,0,,1,"5,000,000",18,"3,011,490",41,"818,442",105,"315,000","3,166","1,899,600","11,616","1,161,600",,,,,,
10008,2010-01-18,11 23 25 31 32 05 11,0,,1,"5,000,000",21,"2,475,921",45,"605,880",174,"522,000","4,688","2,812,800","16,703","1,670,300",,,,,,
10007,2010-01-16,07 23 26 29 32 08 11,0,,4,"20,000,000",45,"2,027,115",77,"501,193",388,"1,164,000","7,166","4,299,600","22,277","2,227,700",,,,,,
10006,2010-01-13,03 13 19 30 34 02 05,0,,1,"5,000,000",13,"3,379,142",23,"813,234",74,"222,000","2,056","1,233,600","8,213","821,300",,,,,,
10005,2010-01-11,04 17 19 22 30 02 03,0,,1,"5,000,000",21,"3,079,356",25,"696,050",93,"279,000","3,039","1,823,400","9,515","951,500",,,,,,
10004,2010-01-09,03 06 21 24 34 04 06,0,,1,"5,000,000",45,"2,496,150",74,"650,090",226,"678,000","4,987","2,992,200","15,152","1,515,200",,,,,,
10003,2010-01-06,05 14 23 27 30 02 08,0,,1,"5,000,000",21,"3,451,707",85,"837,335",108,"324,000","2,545","1,527,000","9,903","990,300",,,,,,
10002,2010-01-04,04 23 25 26 30 07 10,0,,0,0,8,"2,978,816",26,"689,494",104,"312,000","2,348","1,408,800","9,167","916,700",,,,,,
10001,2010-01-02,02 06 07 12 27 02 08,0,,2,"10,000,000",33,"2,399,100",50,"603,550",330,"990,000","4,837","2,902,200","18,545","1,854,500",,,,,,
09153,2009-12-30,21 22 30 32 34 03 07,0,,0,0,18,"3,352,950",57,"754,908",122,"366,000","3,264","1,958,400","13,860","1,386,000",,,,,,
09152,2009-12-28,01 23 29 30 32 07 12,0,,0,0,9,"3,174,246",21,"779,625",99,"297,000","2,785","1,671,000","11,043","1,104,300",,,,,,
09151,2009-12-26,03 08 14 30 31 04 09,0,,11,"55,000,000",102,"1,224,000",150,"900,000","1,062","3,186,000","10,200","6,120,000","33,880","3,388,000",,,,,,
09150,2009-12-23,04 11 18 25 34 05 07,0,,0,0,32,"2,650,272",81,"730,458",131,"393,000","4,519","2,711,400","15,555","1,555,500",,,,,,
09149,2009-12-21,01 03 10 12 20 02 07,0,,2,"10,000,000",14,"1,996,638",37,"479,705",332,"996,000","3,397","2,038,200","18,577","1,857,700",,,,,,
09148,2009-12-19,02 04 13 14 33 01 09,0,,1,"5,000,000",28,"2,399,572",47,"657,812",160,"480,000","4,715","2,829,000","15,931","1,593,100",,,,,,
09147,2009-12-16,06 12 18 22 29 05 08,0,,2,"10,000,000",39,"1,266,720",66,"396,000",550,"1,650,000","5,041","3,024,600","23,426","2,342,600",,,,,,
09146,2009-12-14,11 17 23 24 25 03 06,0,,1,"5,000,000",15,"3,142,470",57,"833,739",92,"276,000","2,563","1,537,800","12,546","1,254,600",,,,,,
09145,2009-12-12,05 11 14 22 35 03 10,0,,1,"5,000,000",28,"2,723,560",49,"669,977",291,"873,000","4,200","2,520,000","15,975","1,597,500",,,,,,
09144,2009-12-09,18 26 32 33 34 04 06,0,,3,"15,000,000",64,"782,208",92,"552,000",382,"1,146,000","9,544","5,726,400","25,282","2,528,200",,,,,,
09143,2009-12-07,01 09 10 11 22 01 12,0,,1,"5,000,000",17,"2,999,259",81,"654,561",111,"333,000","4,346","2,607,600","17,548","1,754,800",,,,,,
09142,2009-12-05,05 06 13 24 31 03 11,0,,9,"46,462,689",72,"1,145,592",51,"306,000",736,"2,208,000","6,802","4,081,200","27,356","2,735,600",,,,,,
09141,2009-12-02,13 14 21 30 33 02 08,0,,1,"5,000,000",22,"2,353,340",46,"591,928",231,"693,000","3,611","2,166,600","14,250","1,425,000",,,,,,
09140,2009-11-30,07 08 19 26 30 01 12,0,,1,"5,000,000",49,"2,345,091",74,"622,932",244,"732,000","4,550","2,730,000","16,394","1,639,400",,,,,,
09139,2009-11-28,14 16 20 22 32 05 09,0,,1,"5,000,000",18,"4,018,464",20,"986,660",178,"534,000","2,382","1,429,200","8,723","872,300",,,,,,
09138,2009-11-25,03 04 14 28 32 09 10,0,,3,"15,000,000",28,"2,687,944",58,"667,928",203,"609,000","4,569","2,741,400","15,203","1,520,300",,,,,,
09137,2009-11-23,12 28 29 30 34 01 09,0,,2,"11,105,756",38,"901,360",70,"420,000",375,"1,125,000","7,924","4,754,400","27,030","2,703,000",,,,,,
09136,2009-11-21,07 13 23 24 29 06 10,0,,2,"12,478,234",57,"1,509,132",98,"588,000",510,"1,530,000","7,502","4,501,200","29,913","2,991,300",,,,,,
09135,2009-11-18,06 08 15 20 32 05 06,0,,1,"8,682,236",35,"2,007,425",40,"533,640",199,"597,000","5,883","3,529,800","16,629","1,662,900",,,,,,
09134,2009-11-16,02 16 19 28 33 07 11,0,,2,"14,024,054",23,"2,373,140",74,"519,110",230,"690,000","4,718","2,830,800","18,282","1,828,200",,,,,,
09133,2009-11-14,01 08 24 27 34 10 11,0,,1,"10,000,000",20,"3,167,220",47,"787,203",198,"594,000","3,240","1,944,000","12,169","1,216,900",,,,,,
09132,2009-11-11,02 10 12 15 28 04 07,0,,1,"5,000,000",7,"3,710,007",24,"757,128",134,"402,000","2,388","1,432,800","8,975","897,500",,,,,,
09131,2009-11-09,02 03 08 33 34 03 11,0,,0,0,28,"2,078,496",83,"531,781",194,"582,000","5,943","3,565,800","19,377","1,937,700",,,,,,
09130,2009-11-07,09 14 25 32 34 02 08,0,,1,"5,000,000",10,"4,242,830",59,"950,372",231,"693,000","2,704","1,622,400","11,209","1,120,900",,,,,,
09129,2009-11-04,02 10 18 32 33 03 08,0,,5,"25,000,000",46,"2,016,088",86,"617,136",254,"762,000","5,102","3,061,200","20,025","2,002,500",,,,,,
09128,2009-11-02,06 21 28 32 34 04 07,0,,0,0,10,"2,501,980",39,"615,342",197,"591,000","3,285","1,971,000","14,330","1,433,000",,,,,,
09127,2009-10-31,05 09 27 32 34 05 08,0,,4,"24,529,516",24,"3,019,656",153,"918,000",312,"936,000","5,046","3,027,600","22,621","2,262,100",,,,,,
09126,2009-10-28,14 23 27 28 33 08 12,0,,0,0,17,"2,805,442",75,"677,925",177,"531,000","3,608","2,164,800","13,584","1,358,400",,,,,,
09125,2009-10-26,08 20 23 29 31 02 11,0,,0,0,10,"3,378,390",76,"822,548",110,"330,000","2,697","1,618,200","13,556","1,355,600",,,,,,
09124,2009-10-24,01 03 14 32 35 07 11,0,,0,0,17,"3,022,804",74,"672,142",278,"834,000","3,229","1,937,400","12,612","1,261,200",,,,,,
09123,2009-10-21,10 21 28 29 32 06 10,0,,0,0,41,"1,688,995",127,"762,000",409,"1,227,000","6,546","3,927,600","25,550","2,555,000",,,,,,
09122,2009-10-19,01 02 11 31 33 05 06,0,,2,"10,000,000",12,"3,099,480",40,"726,440",155,"465,000","3,242","1,945,200","10,947","1,094,700",,,,,,
09121,2009-10-17,04 05 08 11 22 02 10,0,,8,"44,487,032",14,"4,085,746",74,"1,015,354",141,"423,000","2,608","1,564,800","10,012","1,001,200",,,,,,
09120,2009-10-14,11 23 27 28 32 02 05,0,,0,0,19,"3,294,448",37,"678,469",128,"384,000","3,871","1,935,500","14,314","2,862,800",,,,,,
09119,2009-10-12,03 12 22 23 28 04 12,0,,1,"5,000,000",9,"2,923,254",25,"621,275",148,"444,000","2,921","1,460,500","11,396","2,279,200",,,,,,
09118,2009-10-10,10 17 18 21 34 05 11,0,,0,0,14,"3,353,028",28,"608,104",199,"597,000","3,189","1,594,500","11,587","2,317,400",,,,,,
09117,2009-10-07,07 21 29 31 33 09 10,0,,2,"10,000,000",33,"918,819",48,"168,144",227,"681,000","5,931","2,965,500","18,159","3,631,800",,,,,,
09116,2009-10-05,12 15 23 30 33 09 12,0,,2,"10,000,000",29,"2,454,038",54,"455,490",149,"447,000","3,452","1,726,000","10,253","2,050,600",,,,,,
09115,2009-10-03,01 02 06 08 26 05 12,0,,0,0,4,"4,052,388",25,"708,450",75,"225,000","1,643","821,500","6,646","1,329,200",,,,,,
09114,2009-09-30,02 08 25 29 33 03 07,0,,4,"21,949,072",15,"5,603,580",56,"389,760",164,"492,000","3,561","1,780,500","15,439","3,087,800",,,,,,
09113,2009-09-28,03 04 10 18 27 06 08,0,,0,0,38,"3,248,696",44,"236,588",353,"1,059,000","7,933","3,966,500","16,418","3,283,600",,,,,,
09112,2009-09-26,02 08 12 34 35 04 05,0,,0,0,20,"10,721,800",44,"761,992",100,"300,000","2,238","1,119,000","9,863","1,972,600",,,,,,
09111,2009-09-23,04 11 13 19 35 10 12,0,,1,"8,774,361",13,"10,568,207",44,"633,820",149,"447,000","2,129","1,064,500","8,721","1,744,200",,,,,,
09110,2009-09-21,22 28 30 31 34 07 09,0,,0,0,20,"5,682,760",53,"409,955",170,"510,000","5,090","2,545,000","15,707","3,141,400",,,,,,
09109,2009-09-19,02 11 13 26 35 06 10,0,,1,"9,046,646",17,"10,944,328",62,"731,414",105,"315,000","3,073","1,536,500","13,843","2,768,600",,,,,,
09108,2009-09-16,01 09 14 29 30 07 10,0,,0,0,37,"6,392,749",58,"444,976",142,"426,000","4,257","2,128,500","14,155","2,831,000",,,,,,
09107,2009-09-14,11 12 33 34 35 01 10,0,,1,"7,344,588",38,"5,593,334",105,"438,795",214,"642,000","4,442","2,221,000","16,858","3,371,600",,,,,,
09106,2009-09-12,11 21 22 25 34 06 09,0,,0,0,12,"9,753,660",31,"640,119",116,"348,000","2,447","1,223,500","9,582","1,916,400",,,,,,
09105,2009-09-09,01 25 26 34 35 06 11,0,,0,0,26,"6,815,302",75,"450,675",124,"372,000","5,061","2,530,500","16,178","3,235,600",,,,,,
09104,2009-09-07,15 25 29 32 33 10 11,0,,0,0,36,"4,897,260",36,"354,708",220,"660,000","4,380","2,190,000","17,194","3,438,800",,,,,,
09103,2009-09-05,16 20 28 32 33 01 02,0,,0,0,21,"9,458,883",36,"614,196",103,"309,000","3,532","1,766,000","12,981","2,596,200",,,,,,
09102,2009-09-02,11 13 29 32 35 10 12,0,,0,0,34,"1,260,278",76,"263,872",278,"834,000","5,945","2,972,500","18,312","3,662,400",,,,,,
09101,2009-08-31,02 10 14 22 26 04 09,0,,1,"6,986,209",19,"4,803,010",30,"342,420",279,"837,000","2,551","1,275,500","14,076","2,815,200",,,,,,
09100,2009-08-29,16 20 25 29 33 01 08,0,,0,0,15,"3,362,025",33,"606,243",108,"324,000","2,766","1,383,000","10,200","2,040,000",,,,,,
09099,2009-08-26,03 09 21 23 33 06 10,0,,0,0,11,"3,015,122",54,"640,332",113,"339,000","2,363","1,181,500","10,538","2,107,600",,,,,,
09098,2009-08-24,11 17 19 25 26 02 10,0,,4,"21,414,380",23,"4,259,416",19,"317,585",274,"822,000","2,968","1,484,000","16,743","3,348,600",,,,,,
09097,2009-08-22,06 13 14 22 25 01 04,0,,0,0,19,"8,940,089",51,"679,575",61,"183,000","3,117","1,558,500","9,431","1,886,200",,,,,,
09096,2009-08-19,07 12 28 32 33 01 03,0,,0,0,16,"2,440,512",79,"538,701",87,"261,000","3,334","1,667,000","13,560","2,712,000",,,,,,
09095,2009-08-17,08 18 24 30 33 01 06,0,,2,"12,045,432",29,"5,727,210",34,"401,982",174,"522,000","3,619","1,809,500","14,112","2,822,400",,,,,,
09094,2009-08-15,01 05 21 23 29 05 12,0,,0,0,11,"3,056,372",46,"570,216",102,"306,000","2,309","1,154,500","10,284","2,056,800",,,,,,
09093,2009-08-12,07 09 22 30 33 09 11,0,,1,"5,641,679",44,"1,544,004",79,"237,000",298,"894,000","6,634","3,317,000","18,672","3,734,400",,,,,,
09092,2009-08-10,10 21 22 27 29 08 12,0,,0,0,19,"2,200,751",68,"450,024",145,"435,000","3,244","1,622,000","10,759","2,151,800",,,,,,
09091,2009-08-08,01 05 17 32 34 03 07,0,,1,"5,000,000",11,"3,159,618",23,"589,490",110,"330,000","2,651","1,325,500","10,673","2,134,600",,,,,,
09090,2009-08-05,18 25 30 33 34 04 10,0,,2,"10,000,000",11,"1,891,978",30,"403,530",256,"768,000","3,082","1,541,000","12,907","2,581,400",,,,,,
09089,2009-08-03,03 06 11 19 27 02 07,0,,1,"5,000,000",18,"2,274,768",59,"428,576",237,"711,000","3,143","1,571,500","13,899","2,779,800",,,,,,
09088,2009-08-01,13 16 27 32 34 03 09,0,,2,"12,859,124",18,"7,277,760",36,"490,104",173,"519,000","3,481","1,740,500","12,778","2,555,600",,,,,,
09087,2009-07-29,10 24 28 30 33 01 10,0,,0,0,13,"2,628,379",69,"516,672",162,"486,000","3,129","1,564,500","16,014","3,202,800",,,,,,
09086,2009-07-27,01 02 07 26 29 10 12,0,,1,"8,369,481",12,"8,203,944",37,"632,811",79,"237,000","2,541","1,270,500","9,462","1,892,400",,,,,,
09085,2009-07-25,06 13 27 33 34 09 12,0,,1,"6,281,762",32,"3,397,792",66,"220,242",441,"1,323,000","5,848","2,924,000","19,927","3,985,400",,,,,,
09084,2009-07-22,05 09 19 26 35 02 10,0,,0,0,10,"3,175,890",29,"621,818",92,"276,000","2,269","1,134,500","8,275","1,655,000",,,,,,
09083,2009-07-20,02 05 28 34 35 01 07,0,,0,0,13,"3,132,883",37,"579,568",114,"342,000","2,211","1,105,500","8,929","1,785,800",,,,,,
09082,2009-07-18,05 11 26 29 32 08 11,0,,3,"16,782,351",95,"4,611,870",137,"411,000",254,"762,000","7,272","3,636,000","21,164","4,232,800",,,,,,
09081,2009-07-15,02 15 20 25 33 03 06,0,,1,"7,373,857",26,"6,085,092",87,"414,642",184,"552,000","3,691","1,845,500","12,880","2,576,000",,,,,,
09080,2009-07-13,07 16 19 29 35 02 11,0,,0,0,10,"5,757,530",36,"463,572",152,"456,000","2,877","1,438,500","12,318","2,463,600",,,,,,
09079,2009-07-11,01 02 07 13 34 04 10,0,,0,0,3,"3,233,223",18,"684,666",112,"336,000","1,322","661,000","6,307","1,261,400",,,,,,
09078,2009-07-08,11 23 26 31 34 05 11,0,,2,"10,000,000",4,"3,346,520",55,"628,155",86,"258,000","2,167","1,083,500","8,248","1,649,600",,,,,,
09077,2009-07-06,07 20 28 32 34 06 08,0,,2,"10,000,000",26,"2,027,090",15,"389,820",303,"909,000","3,042","1,521,000","12,413","2,482,600",,,,,,
09076,2009-07-04,03 09 11 18 24 04 05,0,,1,"5,000,000",21,"2,386,839",31,"509,857",180,"540,000","3,955","1,977,500","13,156","2,631,200",,,,,,
09075,2009-07-01,01 07 11 32 33 09 11,0,,0,0,12,"2,698,908",24,"527,208",86,"258,000","2,838","1,419,000","8,449","1,689,800",,,,,,
09074,2009-06-29,15 17 19 23 32 01 11,0,,0,0,4,"3,836,892",11,"767,371",38,"114,000","1,493","746,500","6,196","1,239,200",,,,,,
09073,2009-06-27,01 10 19 21 30 01 04,0,,2,"10,000,000",38,"2,680,140",30,"529,560",157,"471,000","2,781","1,390,500","9,064","1,812,800",,,,,,
09072,2009-06-24,23 26 29 32 33 05 10,0,,1,"5,000,000",40,"351,000",91,"273,000",440,"1,320,000","5,937","2,968,500","23,706","4,741,200",,,,,,
09071,2009-06-22,04 20 29 30 33 02 11,0,,0,0,27,"2,319,597",32,"410,080",142,"426,000","2,667","1,333,500","12,092","2,418,400",,,,,,
09070,2009-06-20,10 21 24 30 31 03 10,0,,1,"5,000,000",18,"1,658,304",38,"333,716",224,"672,000","3,640","1,820,000","16,227","3,245,400",,,,,,
09069,2009-06-17,14 16 27 30 33 08 12,0,,1,"5,000,000",30,"2,574,690",73,"481,654",62,"186,000","3,566","1,783,000","12,190","2,438,000",,,,,,
09068,2009-06-15,02 12 15 20 28 01 12,0,,0,0,7,"3,619,168",39,"690,261",77,"231,000","1,548","774,000","6,535","1,307,000",,,,,,
09067,2009-06-13,03 06 25 28 32 02 05,0,,0,0,9,"2,448,873",38,"592,154",121,"363,000","2,618","1,309,000","10,124","2,024,800",,,,,,
09066,2009-06-10,01 08 19 24 31 06 12,0,,1,"5,000,000",15,"2,619,165",37,"534,650",160,"480,000","2,899","1,449,500","9,638","1,927,600",,,,,,
09065,2009-06-08,01 12 24 27 32 02 11,0,,0,0,20,"2,059,660",150,"460,200",155,"465,000","2,907","1,453,500","17,433","3,486,600",,,,,,
09064,2009-06-06,06 10 11 17 34 11 12,0,,0,0,7,"3,962,476",20,"769,400",64,"192,000","1,935","967,500","7,858","1,571,600",,,,,,
09063,2009-06-03,05 06 18 21 22 01 07,0,,0,0,31,"2,880,427",41,"617,952",99,"297,000","2,351","1,175,500","8,127","1,625,400",,,,,,
09062,2009-06-01,04 22 23 29 31 05 11,0,,0,0,29,"1,694,238",82,"309,550",188,"564,000","3,781","1,890,500","22,734","4,546,800",,,,,,
09061,2009-05-30,02 10 21 26 34 02 10,0,,1,"5,000,000",12,"2,824,908",24,"616,344",134,"402,000","2,440","1,220,000","7,821","1,564,200",,,,,,
09060,2009-05-27,18 28 29 30 31 04 08,0,,2,"10,000,000",21,"1,133,958",40,"216,920",245,"735,000","5,314","2,657,000","16,289","3,257,800",,,,,,
09059,2009-05-25,02 13 14 29 33 04 11,0,,4,"20,000,000",14,"1,528,814",39,"337,389",255,"765,000","2,791","1,395,500","13,841","2,768,200",,,,,,
09058,2009-05-23,08 10 14 27 32 02 07,0,,0,0,8,"3,312,504",25,"635,875",159,"477,000","2,378","1,189,000","9,650","1,930,000",,,,,,
09057,2009-05-20,06 15 22 27 30 02 09,0,,14,"70,000,000",91,"1,575,483",96,"308,640",467,"1,401,000","5,889","2,944,500","17,680","3,536,000",,,,,,
09056,2009-05-18,04 13 17 32 35 03 06,0,,0,0,40,"1,784,560",193,"579,000",129,"387,000","4,752","2,376,000","22,703","4,540,600",,,,,,
09055,2009-05-16,05 08 14 23 24 05 06,0,,0,0,15,"3,530,295",39,"676,299",82,"246,000","2,856","1,428,000","8,325","1,665,000",,,,,,
09054,2009-05-13,02 12 19 29 30 07 12,0,,3,"17,089,188",48,"6,239,664",96,"445,632",137,"411,000","5,202","2,601,000","14,036","2,807,200",,,,,,
09053,2009-05-11,05 09 24 31 33 05 06,0,,0,0,48,"1,712,592",117,"351,000",128,"384,000","4,877","2,438,500","17,423","3,484,600",,,,,,
09052,2009-05-09,23 24 30 34 35 01 03,0,,1,"5,000,000",28,"2,488,388",90,"510,120",136,"408,000","4,147","2,073,500","16,063","3,212,600",,,,,,
09051,2009-05-06,03 11 22 26 29 05 12,0,,0,0,14,"3,020,836",47,"592,247",103,"309,000","2,836","1,418,000","11,644","2,328,800",,,,,,
09050,2009-05-04,05 15 28 32 33 08 09,0,,1,"5,000,000",28,"1,934,128",66,"372,834",118,"354,000","3,765","1,882,500","11,811","2,362,200",,,,,,
09049,2009-05-02,05 16 28 29 34 11 12,0,,1,"5,000,000",9,"3,505,878",32,"669,184",58,"174,000","2,213","1,106,500","7,543","1,508,600",,,,,,
09048,2009-04-29,05 06 22 25 27 11 12,0,,0,0,10,"2,760,360",35,"538,965",88,"264,000","2,738","1,369,000","10,213","2,042,600",,,,,,
09047,2009-04-27,13 18 21 24 29 03 06,0,,0,0,8,"3,610,944",59,"673,544",80,"240,000","1,824","912,000","6,973","1,394,600",,,,,,
09046,2009-04-25,01 09 24 34 35 04 09,0,,2,"10,000,000",33,"2,789,325",23,"679,650",229,"687,000","2,970","1,485,000","9,314","1,862,800",,,,,,
09045,2009-04-22,01 09 14 24 35 06 09,0,,0,0,7,"3,091,676",23,"622,587",115,"345,000","2,252","1,126,000","9,049","1,809,800",,,,,,
09044,2009-04-20,01 07 18 29 34 03 09,0,,1,"5,000,000",35,"654,850",46,"140,162",449,"1,347,000","5,072","2,536,000","19,200","3,840,000",,,,,,
09043,2009-04-18,05 21 22 32 35 02 05,0,,1,"5,000,000",43,"2,585,848",94,"489,740",166,"498,000","4,723","2,361,500","19,230","3,846,000",,,,,,
09042,2009-04-15,11 24 25 26 31 02 07,0,,2,"10,000,000",32,"1,100,416",63,"225,162",375,"1,125,000","4,926","2,463,000","21,757","4,351,400",,,,,,
09041,2009-04-13,05 09 20 23 29 04 10,0,,0,0,16,"2,610,016",69,"548,757",130,"390,000","2,508","1,254,000","12,963","2,592,600",,,,,,
09040,2009-04-11,03 16 30 32 33 01 10,0,,0,0,11,"3,470,687",39,"689,559",94,"282,000","2,970","1,485,000","9,981","1,996,200",,,,,,
09039,2009-04-08,01 03 07 10 33 03 04,0,,1,"5,000,000",10,"2,650,330",23,"497,030",108,"324,000","3,401","1,700,500","11,400","2,280,000",,,,,,
09038,2009-04-06,06 17 20 29 32 04 05,0,,1,"5,000,000",69,"653,223",89,"267,000",203,"609,000","8,797","4,398,500","16,262","3,252,400",,,,,,
09037,2009-04-04,17 18 19 25 31 01 11,0,,0,0,15,"3,128,760",37,"698,930",64,"192,000","2,135","1,067,500","8,334","1,666,800",,,,,,
09036,2009-04-01,02 12 26 31 33 09 10,0,,0,0,13,"2,790,619",20,"538,460",100,"300,000","2,702","1,351,000","8,385","1,677,000",,,,,,
